@Αἰγίλιψ|n268
δμήτωρ|n2450
δμηθείς|n2447
δμωή|n2451
δμώς|n2452
δμῆσις|n2448
δνοπαλίζω|n2453
δνοφερός|n2454
δοάσσατο|n2455
δοιή|n2456
δοιοί|n2457
δοιώ|n2458
δοκάω|n2459
δοκέω|n2460
δοκός|n2461
δολίχαυλος|n2464
δολιχήρετμος|n2466
δολιχεγχής|n2465
δολιχός|n2467
δολιχόσκιος|n2468
δολομήτης|n2470
δολοπίων|n2472
δολοφρονέων|n2474
δολοφροσύνη|n2475
δολόεις|n2469
δονέω|n2482
δονακεύς|n2480
δορπέω|n2485
δορός|n2484
δοτήρ|n2491
δουλίχιον|n2495
δουλιχόδειρος|n2496
δουλοσύνη|n2497
δουπέω|n2498
δουράτεος|n2500
δουρηνεκής|n2501
δουρικλειτός|n2502
δουρικτητός|n2503
δουροδόκη|n2505
δούλειος|n2492
δούλη|n2493
δούλιος|n2494
δοῦπος|n2499
δοῦρα|n2504
δράγμα|n2507
δράκων|n2511
δράσσομαι|n2512
δράω1|n2514
δράω|n2514
δρέπω|n2516
δρίος|n2521
δραίνω|n2509
δραγμεύω|n2508
δρακίος|n2510
δρατός|n2513
δρεπάνη|n2515
δρηστοσύνη|n2519
δρηστῆρ|n2518
δριμύς|n2520
δρυμός|n2525
δρυτόμος|n2530
δρόμος|n2522
δρύας|n2523
δρύινος|n2524
δρύοχος|n2526
δρύοψ|n2527
δρύπτω|n2528
δρώοιμι|n2531
δρῆσος|n2517
δρῦς|n2529
δυάω|n2533
δυναμένη|n2538
δυοκαίδεκα|n2542
δυς|n2544
δυσάμμορος|n2546
δυσαής|n2545
δυσαριστοτόκεια|n2547
δυσηλεγής|n2550
δυσηχής|n2551
δυσθαλπής|n2552
δυσκέλαδος|n2553
δυσκηδής|n2554
δυσκλέης|n2555
δυσμήτηρ|n2559
δυσμενέων|n2557
δυσμενής|n2558
δυσπέμφελος|n2562
δυσπονής|n2563
δυσχείμερος|n2565
δυσωρέω|n2567
δυσώνυμος|n2566
δυωδεκάβοιος|n2571
δυωκαιεικοσίμετρος|n2572
δυωκαιεικοσίπηχυς|n2573
δυόωσι|n2543
δυώδεκ|n2570
δωδωναῖος|n2576
δωδώνη|n2577
δωρέομαι|n2580
δωρίς|n2584
δωρητός|n2581
δωρἰεύς|n2582
δωτήρ|n2586
δωτίνη|n2587
δωτώ|n2588
δόλιος|@
δόλοπες|n2471
δόλος1|n2473
δόλος|n2473
δόλοψ|n2476
δόλων|n2477
δόμονδε|n2478
δόμος|n2479
δόναξ|n2481
δόξα|n2483
δόρπον|n2486
δόρυ|n2487
δόρυκλος|n2488
δόσις|n2489
δόσκον|n2490
δόχμιος|n2506
δύη|n2534
δύμας|n2535
δύμεναι|n2536
δύναμαι|n2537
δύναμις|n2539
δύνω|n2540
δύο|n2541
δύσεο|n2548
δύσζηλος|n2549
δύσκον|n2556
δύσμορος|n2560
δύσπαρις|n2561
δύστηνος|n2564
δύω1|@
δύω2|@
δύω|@
δώδεκα|n2575
δώριον|n2583
δώτωρ|n2589
δώωσι|n2590
δώῃ|n2578
δῃόω|n2301
δῆλος|@
δῆμος1|n2295
δῆμος|n2295
δῆνος|n2300
δῆσε|n2305
δῖος|@
δῦ|n2532
δῶ|n2574
δῶμα|n2579
δῶρον|n2585
ειράων|n2782
ελος|n3048
εἰ1|n2708
εἰ|n2708
εἰαρινός|n2711
εἰγάρ|n2716
εἰδοθέη|n2719
εἰδ᾽ἄγε|n2718
εἰκαί|n2726
εἰκοσάκις|n2730
εἰκοσινήριτος|n2732
εἰκοστός|n2733
εἰλάτινος|n2740
εἰλέσιον|n2742
εἰλέω|n2743
εἰλήλουθα|n2744
εἰλίπος|n2745
εἰλαπίνη|n2738
εἰλαπινάζω|n2736
εἰλαπιναστής|n2737
εἰλείθυια|n2741
εἰλυφάζω|n2750
εἰλυφάω|n2751
εἰλύαται|n2748
εἰλύω|n2752
εἰμέν|n2757
εἰμή|n2759
εἰμί1|n2760
εἰμί|n2760
εἰν|n2762
εἰνάκις|n2764
εἰνάλιος|n2765
εἰνάνυχες|n2766
εἰνάτερες|n2767
εἰνί|n2770
εἰναετες|n2763
εἰνοσίγαιος|n2772
εἰνοσίφυλλος|n2773
εἰνόδιος|n2771
εἰοικυῖαι|n2776
εἰρέτρια|n2786
εἰρήνη|n2789
εἰρεσίη|n2785
εἰροκόμος|n2792
εἰροπόκος|n2794
εἰρωτάω|n2799
εἰρύαται|n2796
εἰς1|n2800
εἰς|n2800
εἰσάγω|n2805
εἰσάλλομαι|n2808
εἰσάμενος|n2809
εἰσάνειμι|n2813
εἰσάντα|n2814
εἰσέρχομαι|n2825
εἰσίζομαι|n2830
εἰσίημι|n2831
εἰσίθμη|n2832
εἰσαγείρομαι|n2804
εἰσαθρέω|n2806
εἰσακούω|n2807
εἰσανάγω|n2811
εἰσαναβαίνω|n2810
εἰσανεῖδον|n2812
εἰσαφικάνω|n2816
εἰσαφικνέομαι|n2817
εἰσβαίνω|n2818
εἰσδέρκομαι|n2819
εἰσδύομαι|n2820
εἰσελαύνω|n2823
εἰσερύω|n2824
εἰσεῖδον|n2821
εἰσθρώσκω|n2828
εἰσιέμεναι|n2829
εἰσκαταβαίνω|n2833
εἰσμαίομαι|n2835
εἰσνοέω|n2836
εἰσοιχνέω|n2838
εἰσοράω|n2841
εἰσπέτομαι|n2844
εἰσφέρω|n2845
εἰσφορέω|n2846
εἰσχέω|n2847
εἰσωπός|n2849
εἰσόκε|n2839
εἰσόψομαι|n2843
εἰων|n2855
εἰῶ|n2853
εἱαμένη|n2709
εἱανός|n2710
εἱλίσσω|n2746
εἱμένος|n2758
εἴασα|n2712
εἴατο|n2714
εἴβω|n2715
εἴγε|n2717
εἴδομαι|n2720
εἴδω|n2722
εἴδωλον|n2723
εἴθε|n2725
εἴκελος|n2729
εἴκεν|n2727
εἴκοσι|n2731
εἴκω2|n2735
εἴκω|n2735
εἴλυμα|n2749
εἴλω|n2753
εἴνατος|n2768
εἴξασκε|n2774
εἴπερ|n2779
εἴπου|n2781
εἴργω|n2783
εἴρερος|n2784
εἴρη1|n2787
εἴρη|n2787
εἴρηαι|n2788
εἴρηται|n2790
εἴριον|n2791
εἴρομαι|n2793
εἴρω1|@
εἴρω2|@
εἴρω|@
εἴς2|n2801
εἴς|n2801
εἴσατο|n2815
εἴσειμι|n2822
εἴσοδος|n2837
εἴσομαι|n2840
εἴσω|n2848
εἴτε1|n2851
εἴτε|n2851
εἴωθα|n2854
εἴως|n2856
εἵαται|n2713
εἵμαρται|n2756
εἵνεκα|n2769
εἶδος|n2721
εἶθαρ|n2724
εἶκε|n2728
εἶλαρ|n2739
εἶμι2|n2761
εἶμι|n2761
εἶπα|n2778
εἶπον|n2780
εἶρος|n2795
εἶσθα|n2827
εἶτε2|n2852
εἶτε|n2852
εἷλον|n2747
εἷμα|n2754
εἷμαι|n2755
εἷο|n2775
εἷος|n2777
εἷς|n2802
εἷσα|n2803
εἷται|n2850
εὐάνθης|n3911
εὐήκης|n3930
εὐήνωρ|n3934
εὐήρης|n3935
εὐαίμων|n3909
εὐαγγέλιον|n3906
εὐαιμονίδης|n3908
εὐανθής|n3910
εὐδείελος|n3916
εὐδικίη|n3917
εὐειδής|n3921
εὐεργής|n3923
εὐεργεσίη|n3922
εὐεργός|n3924
εὐερκής|n3925
εὐηγενής|n3928
εὐηγεσίη|n3929
εὐηνίνη|n3931
εὐηνορίδης|n3932
εὐηνός|n3933
εὐθύς|n3938
εὐκέατος|n3942
εὐκαμπής|n3941
εὐκλεής|n3944
εὐκτός|n3950
εὐκόσμως|n3948
εὐλή|n3953
εὐλείμων|n3952
εὐμήδης|n3957
εὐμενέτης|n3956
εὐνάζω|n3961
εὐνή|n3964
εὐναιετάων|n3962
εὐναιόμενος|n3963
εὐνομίη|n3970
εὐνῆθεν|n3965
εὐνῆφι|n3968
εὐπατέρεια|n3973
εὐπείθης|n3974
εὐπηγής|n3976
εὐπλοίη|n3979
εὐποίητος|n3982
εὐράξ|n3987
εὐρυάγυια|n3994
εὐρυάδης|n3995
εὐρυβάτης|n3997
εὐρυδάμας|n3998
εὐρυδίκη|n3999
εὐρυκρείων|n4001
εὐρυμέδουσα|n4004
εὐρυμέδων|n4005
εὐρυμέτωπος|n4006
εὐρυμίδης|n4007
εὐρυνόμη|n4008
εὐρυπυλής|n4014
εὐρυρέεθρος|n4016
εὐρυσθενής|n4018
εὐρυσθεύς|n4019
εὐρυτίδης|n4020
εὐρυτίων|n4021
εὐρυφυής|n4023
εὐρυόδεια|n4011
εὐρύαλος|n3996
εὐρύκλεια|n4000
εὐρύλοχος|n4002
εὐρύμαχος|n4003
εὐρύνομος|n4009
εὐρύνω|n4010
εὐρύοπα|n4012
εὐρύπορος|n4013
εὐρύπυλος|n4015
εὐρύς|n4017
εὐρύχορος|n4024
εὐρώεις|n4025
εὐσταθής|n4032
εὐτείχεος|n4036
εὐφήτης|n4046
εὐφημέω|n4044
εὐφραίνω|n4049
εὐχή|n4056
εὐχήνωρ|n4057
εὐχετάομαι|n4055
εὐχροής|n4060
εὐχωλή|n4061
εὐώδης|n4063
εὐῶπις|n4064
εὑρίσκω|n3990
εὔαδε|n3907
εὔβοια|n3912
εὔβοτος|n3913
εὔγναμπτος|n3915
εὔδμητος|n3918
εὔδωρος|n3920
εὔζυγος|n3926
εὔθυμος|n3939
εὔιππος|n3940
εὔκηλος1|n3943
εὔκηλος|n3943
εὔκυκλος|n3951
εὔληρα|n3954
εὔμαιος|n3955
εὔμηλος|@
εὔνηος|n3966
εὔννητος|n3967
εὔορμος|n3972
εὔπεπλος|n3975
εὔπρηστος|n3983
εὔπρυμνος|n3984
εὔπυργος|n3985
εὔπωλος|n3986
εὔρυτος|n4022
εὔτρησις|n4039
εὔτυκτος|n4043
εὔφημος|n4045
εὔφορβος|n4047
εὔχαλκος|n4054
εὔχομαι|n4058
εὕδω|n3919
εὕω|n4062
εὖ|n3904
εὖγμα|n3914
εὖνις1|n3969
εὖνις|n3969
εὖρος|@
εὖτε|n4035
εὖχος|n4059
εὗ|n3905
εὗσα|n4027
ζάθεος|n4148
ζάκοτος|n4149
ζάκυνθος|n4150
ζάω|n4154
ζέλεια|n4156
ζέσσεν|n4157
ζέφυρος|n4163
ζέω|n4164
ζήν|n4167
ζα|n4146
ζαής|n4147
ζατρεφής|n4151
ζαφλεγής|n4152
ζαχρηής|n4153
ζειαί|n4155
ζεφυρίη|n4162
ζεύγλη|n4158
ζεύγνυμι|n4159
ζεῦγος|n4160
ζεῦς|n4161
ζηλήμων|n4166
ζητέω|n4168
ζυγόδεσμον|n4170
ζυγόν|n4171
ζωάγρια|n4172
ζωή|n4175
ζωγρέω1|@
ζωγρέω2|@
ζωγρέω|@
ζωρός|n4180
ζωστήρ|n4181
ζωός|n4179
ζόφος|n4169
ζώνη|n4177
ζώννυμι|n4178
ζώω|n4183
ζῆθος|n4165
ζῶμα|n4176
ζῶστρον|n4182
ηὔδα|n4386
θάλαμος|n4404
θάλασσα|n4405
θάλεα|n4407
θάλεια|@
θάλλω|n4414
θάλος|n4415
θάλπιος|n4417
θάλπω|n4418
θάμα|n4422
θάμβος|n4424
θάμνος|n4427
θάμυρις|n4428
θάνατος|n4429
θάομαι1|@
θάομαι2|@
θάομαι|@
θάπτω|n4434
θάρσος|n4437
θάρσυνος|n4438
θάσσων|n4440
θέαινα|n4446
θέειον|n4448
θέλγω|n4457
θέμεθλα|n4459
θέμεν|n4460
θέμις|n4461
θέναρ|n4465
θέο|n4466
θέρμω|n4482
θέρος|n4483
θέρω|n4486
θές|n4487
θέσκελος|n4488
θέσπεια|n4490
θέσπις|n4493
θέστωρ|n4497
θέσφατος|n4498
θέτις|n4499
θέω1|n4500
θέω|n4500
θήβασδε|n4503
θήγω|n4505
θήιον|n4509
θήλεας|n4510
θήν|n4514
θήρ|n4516
θήρη|n4519
θής|n4522
θήσατο|n4524
θήῃς|n4507
θίς|n4529
θίσβη|n4530
θαάσσω|n4400
θαιρός|n4401
θαλάμη|n4402
θαλάσσιος|n4406
θαλέθω|n4408
θαλίη|n4412
θαλαμηπόλος|n4403
θαλερός|n4411
θαλλός|n4413
θαλπιάω|n4416
θαλπωρή|n4419
θαλυσιάδης|n4421
θαλύσια|n4420
θαμέες|n4425
θαμίζω|n4426
θαμβέω|n4423
θανέειν|n4430
θαπ|n4433
θαρσέω|n4436
θαρσαλέος|n4435
θαρσύνω|n4439
θαυμάζω|n4442
θαυμαίνω|n4443
θαυμακίη|n4444
θαῦμα|n4441
θεά|n4445
θείνω|n4453
θείομεν|n4454
θείω|n4456
θεανώ|n4447
θεειόω|n4449
θειλόπεδον|n4451
θελκτήριον|n4458
θεμιστεύω|n4462
θεμόω|n4463
θεν|n4464
θεοείκελος|n4469
θεοειδής|n4468
θεοκλύμενος|n4471
θεοπροπέω|n4472
θεοπροπίη|n4473
θεοπρόπος|n4474
θεουδής|n4476
θεράπων|n4478
θερέω|n4479
θεραπεύω|n4477
θερμαίνω|n4480
θερμός|n4481
θερσίλοχος|n4484
θερσίτης|n4485
θεσμός|n4489
θεσπέσιος|n4491
θεσπιδαής|n4492
θεσπρωτοί|n4494
θεσσαλός|n4495
θεστορίδης|n4496
θεόδμητος|n4467
θεόθεν|n4470
θεός|n4475
θεώτερος|n4501
θεῖεν|n4450
θεῖμεν|n4452
θεῖος1|n4455
θεῖος|n4455
θηέομαι|n4506
θηβαῖος|n4504
θηητήρ|n4508
θηλέω|n4511
θημῶν|n4513
θηοῖο|n4515
θηρίον|n4521
θηρευτής|n4517
θηρεύω|n4518
θηρητήρ|n4520
θησαίατο|n4523
θησεύς|n4525
θητεύω|n4527
θι|n4528
θλάω|n4531
θλίβω|n4532
θνήσκω|n4533
θνητός|n4534
θοινάω|n4537
θοός1|n4539
θοός|n4539
θοόω|n4540
θοώτης|n4546
θοῦρος|n4542
θράσιος|n4547
θράσος|n4548
θρέξασκον|n4555
θρέπτρα1|n4556
θρέπτρα|n4556
θρέψα|n4557
θρίξ|n4568
θρασυκάρδιος|n4550
θρασυμέμνων|n4551
θρασυμήδης|n4552
θρασύδημος|n4549
θρασύμηλος|n4553
θρασύς|n4554
θρηίκιος|n4558
θρηνέω|n4561
θριγκός|n4565
θριγκόω|n4566
θρινακίη|n4567
θρυλίσσω|n4573
θρωσμός|n4577
θρόνιον|n4570
θρόνον|n4569
θρόνος|n4571
θρόος|n4572
θρύον|@
θρώσκω|n4576
θρῄκη|n4560
θρῆιξ|n4559
θρῆνος|n4562
θρῆνυς|n4563
θρῇξ|n4564
θυέεσσιν|n4579
θυέστης|n4581
θυήεις|n4583
θυγάτηρ|n4578
θυεστιάδης|n4582
θυηλή|n4584
θυμαλγής|n4585
θυμαρής|n4586
θυμβραῖος|n4587
θυμηγερέω|n4589
θυμηδής|n4590
θυμηρής|n4591
θυμοίτης|n4594
θυμοβόρος|n4592
θυμοδακής|n4593
θυμολέων|n4595
θυμοραιστής|n4596
θυμοφθόρος|n4598
θυμός|n4597
θυοσκόος|n4603
θυραωρός|n4606
θυρεός|n4607
θυσανόεις|n4612
θυόεις|n4600
θυόω|n4604
θυώδης|n4617
θωή|n4618
θωρήσσω|n4623
θωρηκτής|n4621
θόας|n4535
θόη|n4536
θόλος|n4538
θόρε|n4541
θόωκος|n4543
θόων|n4544
θόωσα|n4545
θύελλα|n4580
θύμβρη|n4588
θύνω|n4599
θύον|n4601
θύος|n4602
θύραζε|n4605
θύρετρα|n4608
θύρη|n4609
θύρηθι|n4610
θύρηφι|n4611
θύσανος|n4613
θύσθλα|n4614
θύω1|@
θύω2|@
θύω|@
θώρηξ|n4622
θώς|n4624
θῆβαι|n4502
θῆλυς|n4512
θῆσθαι|n4526
θῶκος|n4619
θῶν|n4620
ιερός|n4678
ιμάς|n4732
κ̓|n4874
κάββαλε|n4875
κάγ|n4876
κάγχανος|n4878
κάδ|n4880
κάδμος|n4884
κάειρα|n4885
κάθημαι|n4900
κάθηρα|n4901
κάκ1|n4917
κάκ|n4917
κάκτανε|n4933
κάλλιμος|n4951
κάλλιον1|n4952
κάλλιον|n4952
κάλλιπε|n4954
κάλλιστος|n4958
κάλλιφ̓|n4960
κάλλος|n4962
κάλος2|n4964
κάλος|n4964
κάλπις|n4965
κάλυμμα|n4968
κάλυξ|n4969
κάλχας|n4973
κάμ|n4974
κάμαξ|n4975
κάματος|n4976
κάμβαλε|n4977
κάμε|n4978
κάμειρος|n4979
κάμμορος|n4983
κάμνω|n4984
κάμπτω|n4985
κάνεον|n4990
κάπ|n4993
κάπετος|n4996
κάπη|n4997
κάππεσον|n5000
κάπριος|n5001
κάπρος|n5002
κάπυς|n5003
κάρ1|@
κάρ2|@
κάρ|@
κάρη|n5011
κάρηνον|n5013
κάρησος|n5014
κάρτιστος|n5022
κάρτος|n5023
κάρυστος|n5025
κάρφω|n5027
κάσος|n5032
κάστωρ|n5037
κάσχεθε|n5038
κάταντα|n5095
κάτειμι|n5135
κάτθανε|n5159
κάτω|n5166
κέ|n5177
κέαται|n5180
κέδρος|n5185
κέκασμαι|n5200
κέκλετο|n5202
κέκληγα|n5203
κέκλυθι|n5207
κέκμηκας|n5208
κέλαδος|n5218
κέλευθος|n5224
κέλης|n5227
κέλλω|n5229
κέλομαι|n5230
κέλσαι|n5231
κέν|n5233
κένσαι|n5238
κένταυρος|n5239
κέντρον|n5242
κέντωρ|n5243
κέονται|n5244
κέραμος|n5249
κέρας|n5253
κέρδος|n5259
κέρσας|n5262
κέσκετο|n5267
κέχανδα|n5276
κέχυμαι|n5282
κέω|n5283
κήδειος|n5285
κήδιστος|n5287
κήδω|n5289
κήλεος|n5292
κήξ|n5295
κήομεν|n5296
κήρινθος|n5301
κήτειοι|n5307
κίδναμαι|n5314
κίθαρις|n5316
κίκονες|n5319
κίλικες|n5321
κίλλα|n5322
κίνυμαι|n5325
κίρκη|n5328
κίρκος|n5329
κίστη|n5334
κίχλη|n5336
κίω|n5337
κίων|n5338
καήμεναι|n4886
καί1|n4910
καί|n4910
καίνυμαι|n4913
καίριος|n4914
καίω|n4916
καβησόθεν|n4877
καγχαλάω|n4879
καδδραθέτην|n4881
καδδῦσαι|n4882
καδμεῖοι|n4883
καθάλλομαι|n4889
καθάπαξ|n4890
καθάπτομαι|n4891
καθέζομαι|n4893
καθέηκα|n4894
καθέξει|n4897
καθίζω|n4904
καθίημι|n4905
καθίστημι|n4907
καθαίρω|n4888
καθαιρέω|n4887
καθαρός|n4892
καθείατο|n4895
καθεψιάομαι|n4899
καθεύδω|n4898
καθεῖσα|n4896
καθιδρύω|n4902
καθιζάνω|n4903
καθικνέομαι|n4906
καθοράω|n4908
καθύπερθε|n4909
καινείδης|n4911
καινεύς|n4912
καιροσέων|n4915
κακίζομαι|n4918
κακκείοντες|n4920
κακκεῖαι|n4919
κακοίλιος|n4924
κακοείμων|n4921
κακοεργίη|n4922
κακοεργός|n4923
κακομήχανος|n4925
κακορραφίη|n4927
κακοφραδής|n4931
κακόξεινος|n4926
κακός|n4928
κακότεχνος|n4929
κακότης|n4930
